"","Mean","lowCI","upCI","Depth"
"1",-0.687129407421061,-1.4036749812282,-0.0724681822028823,"shallow"
"2",0.847025599294131,0.820996343622941,0.875303095188661,"medium"
"3",-0.57017578537048,-0.693742652918767,-0.444911408537995,"deep"
