"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",-0.927741524564893,-0.754910371469707,0.63227524911194,-3.49716698971232,1.76267946802354,-1.63113401953162,-4.63337339253953,-0.200953194712984,0.0546848560956208,-0.123921703940313,-1.08783005931558,-0.0604809184987053,1.18707588849619,-0.049171727561426,0.175665048701966
"2",-0.592838996701918,-0.153075011308421,0.513860744725116,-1.08384127192124,1.3389917842283,-0.615544319509263,-0.132151062330036,-1.08317743870772,1.52977907960974,0.489239468135445,0.0816469162365386,0.321280756229505,-0.140508247187691,0.200538655985167,0.805835623334898
"3",-0.374308510202072,-0.301303964878373,0.664726451422077,-1.0683868939476,1.77108804769747,-0.772340896562748,-0.438329509028694,-1.01279265261161,0.682168241666084,0.497623603162307,-0.351975559851093,-0.037719497187948,-0.15874313573034,-0.396712853848241,0.833150029493381
"4",-0.160195781098308,-0.303655074463056,0.671942224177611,-1.05676049523701,1.65396464855528,-0.674366160083382,-0.994578067190801,-0.582253665906706,0.912281790240862,0.833223443968177,1.62735776763253,0.905177377685664,0.058950871854692,0.26363116060943,0.980769036043698
"5",-0.701498823361271,-0.461027613054093,0.682458490614822,-1.33588060994687,1.85148815098468,-1.1616856217354,-1.25237585657244,-0.747048994683379,-0.241991527498929,0.16481318504543,0.0402420741586768,0.0118688659239661,1.09804441244648,1.17659516560065,0.0376058578923356
"6",-1.09361480536279,-0.734667728820156,0.558889742386943,-2.29386223157926,1.64679835934803,-0.663821979474472,-2.42970672129667,-0.412933796072364,0.569973898832024,0.656088799159711,1.18043967663733,0.392094049779086,1.18561224296283,-0.102855072133876,1.93458888512081
"7",-0.314868086241999,-0.269341810382073,0.584471404779431,-1.15090206055208,1.60670879589296,-1.08697956699908,-0.905315097473853,-1.13537564968118,1.78973291525041,-0.122537479894938,0.887010671139895,0.580433928695515,0.653671788701327,0.847089776404231,0.168087555461774
"8",-0.62221856585036,-0.281619264906199,0.394558113993821,-1.41636068876841,1.36780089386206,-0.737666421090864,-0.819933584424835,-1.29777042692999,0.538828671783276,0.636542834833193,-0.588127657146637,1.02677338659093,0.0286099451897939,2.66446188534683,1.09217087345465
"9",-1.08581655762505,-0.887689327608927,0.707763840374232,-3.40787379163915,1.51638058229959,-2.2050030435961,-4.79122437787765,-0.695696054899703,-0.34940531986206,-0.43136848812636,-1.19899913075282,-0.207404542067235,1.73623069696633,0.456264225819732,-0.00287332792810754
"10",-0.648557642060311,-0.384398191816235,0.380117711446257,-1.45810954137326,1.78246479227667,-0.972240671500919,-0.95467935021757,-1.44501120975364,1.4081806420257,0.158574129618153,0.138205476909197,-0.228967183263084,1.2379156453807,0.113939223546763,-0.0487302058832452
"11",-1.09761874163196,-0.659585899905475,0.467599959440725,-2.36740445586187,1.64142869949705,-1.35085288031406,-2.5703833590428,-0.300253139471359,-0.115191975549202,0.549155544124779,0.043692092530231,-0.517811026164128,0.0421171257064961,1.25373440213752,0.38790585728952
"12",-0.57215556493679,-0.197023636026761,0.673096840625178,-1.0206799851384,1.54281527172263,-0.736660913602313,-0.668551512439618,-0.989519041068345,-0.263337134432381,0.285552611226951,0.10022361870082,0.389244871618678,0.782163038303923,2.54520970752163,1.46408383868785
"13",-1.06509173714384,-0.732228317066166,0.465760801480979,-2.95904693088733,1.72002061664572,-1.89814193584743,-2.18709108678154,-3.63365082313613,-0.917018676852239,-0.558496903713214,-0.0268751069695755,0.640675658108529,-0.0912141647540655,0.342248675206952,0.324245040236612
"14",-0.485973468789941,-0.352603698225678,0.559263195485695,-1.22362851844017,1.95921185991296,-0.603504254943581,-1.13930071107137,-0.747485980499318,1.70732747409746,0.151087045177639,0.0133862563514724,0.45878067507863,1.26762750666182,0.11414960139707,0.929804948095996
"15",-0.432682143627065,-0.296368664232607,0.528441326190724,-1.08724229108375,1.54466699455041,-0.76257506150334,-0.990416862140281,-1.09404108844427,1.35489042823287,0.75559517951215,0.280989142231296,-0.0153327405559224,0.783710998578987,1.00228706002823,0.758221782427412
"16",-1.10765147668037,-0.596104734687264,0.704184053734345,-2.22871079345689,1.17070825647185,-1.64382732567842,-2.68276443068225,-1.05914233972066,1.42999632846916,-0.123778100503094,0.709256693484617,1.27317562003295,1.05606069012891,0.670927007737752,0.732872202104644
"17",-0.417778021210314,-0.42766158240892,0.490093505103131,-1.45721658843563,1.51925655663985,-0.653821033691292,-1.11541078966368,-1.22218124644954,1.4008511373173,2.43732033385874,1.47803999418461,0.304998446849871,0.28881616426939,0.164742854971363,0.573131383505026
"18",-0.0902235613565269,-0.272086511441392,0.510064430806959,-0.976885338913271,1.69974606511266,-0.778061090703708,-0.633675331260753,-0.953027421990628,0.800798060831062,0.362650121431474,1.06518669492149,0.430147927105085,0.260915829552564,1.21974934216835,0.441335255429868
"19",-0.399470252273613,-0.419135610446697,0.457185557489098,-1.37076850485343,1.74201450565353,-0.557227115895737,-1.32121225680326,-1.03223102710401,0.91184892642155,0.443345121552504,0.5660154971757,0.240112504313772,0.169335729466771,-0.175805550483551,0.354949931997331
"20",-0.802063533886499,-0.785183689345921,0.525124663636318,-1.94328841378796,1.53632243819651,-0.97250653751335,-2.22619857449589,0.16731741389494,1.11693390294697,-0.112756845078934,1.4968676486712,1.15524580763483,-0.0198990378814702,-0.484806385440571,-0.0378852155859691
