"","iteration","mean_GRWR"
"1","1",0.41354165845014
"2","10",0.365258335289979
"3","100",0.399371853085553
"4","1000",0.423471689288704
"5","1001",0.410299688596648
"6","1002",0.399505819429972
"7","1003",0.385192712177569
"8","1004",0.394431367526381
"9","1005",0.381120163959294
"10","1006",0.4062427745512
"11","1007",0.416180536217555
"12","1008",0.38178170104526
"13","1009",0.392782610804685
"14","101",0.383354740757957
"15","1010",0.386982492187359
"16","1011",0.384031683436209
"17","1012",0.406698030738945
"18","1013",0.370306855059906
"19","1014",0.387848966966793
"20","1015",0.370545183687122
"21","1016",0.378059699283029
"22","1017",0.361020906066628
"23","1018",0.387316580976893
"24","1019",0.38100527550364
"25","102",0.380338414205194
"26","1020",0.40498078319692
"27","1021",0.410049233110934
"28","1022",0.39816540344878
"29","1023",0.403833081973323
"30","1024",0.349110768680168
"31","1025",0.397221352763147
"32","1026",0.365262574537681
"33","1027",0.35196496726082
"34","1028",0.392784494272945
"35","1029",0.39898346460796
"36","103",0.376344790087504
"37","1030",0.390082796385311
"38","1031",0.404787049201724
"39","1032",0.361686624703581
"40","1033",0.354641935841341
"41","1034",0.382198513553076
"42","1035",0.36123067193012
"43","1036",0.376289918587521
"44","1037",0.407105473028308
"45","1038",0.386882623744348
"46","1039",0.381951870451718
"47","104",0.372996315855799
"48","1040",0.372911955771589
"49","1041",0.395915275039411
"50","1042",0.391092620771707
"51","1043",0.40542263646783
"52","1044",0.397375564858435
"53","1045",0.371117124659916
"54","1046",0.385986354322846
"55","1047",0.391750228348487
"56","1048",0.384865880652937
"57","1049",0.392489869521412
"58","105",0.400853509192755
"59","1050",0.402266208649442
"60","1051",0.42450022524717
"61","1052",0.36579036428132
"62","1053",0.388876134384501
"63","1054",0.372202718067446
"64","1055",0.390248199290235
"65","1056",0.398166101838327
"66","1057",0.371161597212367
"67","1058",0.397119326722371
"68","1059",0.387694942809036
"69","106",0.407238850899804
"70","1060",0.418379107270506
"71","1061",0.394631256095302
"72","1062",0.360357286199595
"73","1063",0.388975011794783
"74","1064",0.388025213123393
"75","1065",0.383770220048159
"76","1066",0.39384212353218
"77","1067",0.384372121480263
"78","1068",0.374323247914867
"79","1069",0.393487621933948
"80","107",0.367998182313526
"81","1070",0.430441601345285
"82","1071",0.37485266305557
"83","1072",0.35677004027737
"84","1073",0.419125508123597
"85","1074",0.336096638409526
"86","1075",0.375367505618796
"87","1076",0.378226464861709
"88","1077",0.370788615393587
"89","1078",0.37640143361708
"90","1079",0.42281002399265
"91","108",0.369659925509502
"92","1080",0.391016663216494
"93","1081",0.400505925022973
"94","1082",0.40328450237634
"95","1083",0.3756161995436
"96","1084",0.376715092013178
"97","1085",0.405280682139746
"98","1086",0.355961529844528
"99","1087",0.368370742717626
"100","1088",0.400904662090847
"101","1089",0.378513117426194
"102","109",0.417419026533312
"103","1090",0.404237086587778
"104","1091",0.35012312027844
"105","1092",0.409052764983985
"106","1093",0.398082727890929
"107","1094",0.3870748979714
"108","1095",0.378377606836863
"109","1096",0.378459612933549
"110","1097",0.389805774956357
"111","1098",0.417967330980887
"112","1099",0.375993959595283
"113","11",0.403660882440421
"114","110",0.392279517460524
"115","1100",0.411759935293243
"116","1101",0.414695588679913
"117","1102",0.383029418946013
"118","1103",0.388222772649228
"119","1104",0.372730032434481
"120","1105",0.378795711182669
"121","1106",0.370345474367924
"122","1107",0.394699796937527
"123","1108",0.36868602225421
"124","1109",0.376060518999141
"125","111",0.364958046438522
"126","1110",0.373969731165608
"127","1111",0.382497011244884
"128","1112",0.399714001792813
"129","1113",0.395983088794801
"130","1114",0.401786355934585
"131","1115",0.349513461391564
"132","1116",0.39329931094565
"133","1117",0.386781755483663
"134","1118",0.382255848129775
"135","1119",0.389650795109349
"136","112",0.386066283087191
"137","1120",0.384140550335327
"138","1121",0.377298008655412
"139","1122",0.389621961342532
"140","1123",0.392790499261677
"141","1124",0.400036549044766
"142","1125",0.37897666176411
"143","1126",0.396669038507912
"144","1127",0.404165970396391
"145","1128",0.379307523535167
"146","1129",0.367854284035927
"147","113",0.385124785760523
"148","1130",0.371906083820943
"149","1131",0.371100286238562
"150","1132",0.388519751686066
"151","1133",0.390690669093935
"152","1134",0.37516216233816
"153","1135",0.401642143599357
"154","1136",0.380434213035986
"155","1137",0.375790132480188
"156","1138",0.373001241941788
"157","1139",0.370572182073749
"158","114",0.376761486037962
"159","1140",0.374965255715031
"160","1141",0.385965882906285
"161","1142",0.387954811644857
"162","1143",0.396940853532664
"163","1144",0.375546465003608
"164","1145",0.387581511755943
"165","1146",0.366725069931995
"166","1147",0.409694934554911
"167","1148",0.392927772693846
"168","1149",0.366311718222317
"169","115",0.389419554236144
"170","1150",0.357188713546029
"171","1151",0.360988666646132
"172","1152",0.381407401729094
"173","1153",0.391482824390443
"174","1154",0.382231943255271
"175","1155",0.412348218322935
"176","1156",0.382360375841877
"177","1157",0.393846852210662
"178","1158",0.386533373489881
"179","1159",0.400225999497285
"180","116",0.406488129925335
"181","1160",0.392217415041828
"182","1161",0.361496653117345
"183","1162",0.389589023452309
"184","1163",0.401049972689572
"185","1164",0.36439976301423
"186","1165",0.388017681896681
"187","1166",0.385686143624345
"188","1167",0.361261527355638
"189","1168",0.379728859367469
"190","1169",0.38039717314262
"191","117",0.372443225588099
"192","1170",0.376151435619153
"193","1171",0.38432199515542
"194","1172",0.376217603893766
"195","1173",0.392120797503853
"196","1174",0.388943494000986
"197","1175",0.37214071679421
"198","1176",0.387374663978965
"199","1177",0.355482351140111
"200","1178",0.365464371512285
"201","1179",0.395439233392136
"202","118",0.390281460783233
"203","1180",0.365630175566057
"204","1181",0.426541778487265
"205","1182",0.382506240289126
"206","1183",0.383018434741828
"207","1184",0.376924919994652
"208","1185",0.37882525019332
"209","1186",0.384608547691195
"210","1187",0.403476930166499
"211","1188",0.391023667739931
"212","1189",0.350346054156602
"213","119",0.381291571686555
"214","1190",0.380609965229773
"215","1191",0.389786174777442
"216","1192",0.376211387717864
"217","1193",0.38385422408765
"218","1194",0.393398169104441
"219","1195",0.401527646900391
"220","1196",0.399915494165354
"221","1197",0.372560566890286
"222","1198",0.386127106696377
"223","1199",0.400964149202563
"224","12",0.391351207329509
"225","120",0.396500111879553
"226","1200",0.369889637029427
"227","1201",0.389507453324465
"228","1202",0.374154543804258
"229","1203",0.389449050105463
"230","1204",0.389045937522078
"231","1205",0.427744470218552
"232","1206",0.38772779356691
"233","1207",0.402509701350183
"234","1208",0.394601650842898
"235","1209",0.369573006816994
"236","121",0.393496728709053
"237","1210",0.392541202959449
"238","1211",0.375658359406328
"239","1212",0.379861057959533
"240","1213",0.384176698013122
"241","1214",0.37680581428141
"242","1215",0.350157684721524
"243","1216",0.364127598611977
"244","1217",0.390592230399693
"245","1218",0.384357945789236
"246","1219",0.379325809636024
"247","122",0.385514045346846
"248","1220",0.404198181095465
"249","1221",0.378340933452848
"250","1222",0.390533619339324
"251","1223",0.432750475226482
"252","1224",0.380631739860048
"253","1225",0.378548956146949
"254","1226",0.370086669569354
"255","1227",0.36876863522036
"256","1228",0.383647326353403
"257","1229",0.373763114823323
"258","123",0.371422629063384
"259","1230",0.404347549925874
"260","1231",0.365825961605259
"261","1232",0.373686543656621
"262","1233",0.397828880252756
"263","1234",0.373545204070335
"264","1235",0.423554880519085
"265","1236",0.348483159408338
"266","1237",0.391713310028917
"267","1238",0.392060569873018
"268","1239",0.380305538693218
"269","124",0.384989799691567
"270","1240",0.37612801154575
"271","1241",0.380669945762938
"272","1242",0.40824922297262
"273","1243",0.357544697980314
"274","1244",0.377107479109552
"275","1245",0.351703747756693
"276","1246",0.369464917872455
"277","1247",0.389492249821095
"278","1248",0.390843410549727
"279","1249",0.3965644061064
"280","125",0.378813673411581
"281","1250",0.383374657812723
"282","1251",0.382240779791682
"283","1252",0.402934122792569
"284","1253",0.370281390947729
"285","1254",0.373054479833246
"286","1255",0.41888909223465
"287","1256",0.364909203010642
"288","1257",0.39342119959524
"289","1258",0.36453654866445
"290","1259",0.395000586373656
"291","126",0.384979721607683
"292","1260",0.405989880787113
"293","1261",0.352760224028513
"294","1262",0.379950690596466
"295","1263",0.394291249981737
"296","1264",0.382527214757477
"297","1265",0.399248090807166
"298","1266",0.370148613697251
"299","1267",0.388817509785285
"300","1268",0.372263958937883
"301","1269",0.357857431765921
"302","127",0.392490166833149
"303","1270",0.381773269146446
"304","1271",0.372004433485127
"305","1272",0.413098376039089
"306","1273",0.422942432451111
"307","1274",0.410318595496334
"308","1275",0.372800653920018
"309","1276",0.400682114697103
"310","1277",0.396317973887061
"311","1278",0.398937550322012
"312","1279",0.390714016189967
"313","128",0.399252176864395
"314","1280",0.386447539569148
"315","1281",0.3971806750203
"316","1282",0.388943978217833
"317","1283",0.393258066822989
"318","1284",0.387874381607304
"319","1285",0.401403506018472
"320","1286",0.390091239995346
"321","1287",0.389041292412915
"322","1288",0.393714829008123
"323","1289",0.374897635059347
"324","129",0.391499274602575
"325","1290",0.366823207833834
"326","1291",0.390956174505218
"327","1292",0.403567681802047
"328","1293",0.376504100779546
"329","1294",0.385947730298862
"330","1295",0.374104853938516
"331","1296",0.387039823447754
"332","1297",0.396428706580982
"333","1298",0.395299828460118
"334","1299",0.378701702414554
"335","13",0.366310057818561
"336","130",0.366326592513471
"337","1300",0.383205964589176
"338","1301",0.373202292417344
"339","1302",0.402904474228085
"340","1303",0.373310304330298
"341","1304",0.38528943247535
"342","1305",0.414134957176029
"343","1306",0.379212079992961
"344","1307",0.378221851773121
"345","1308",0.37225419568602
"346","1309",0.369742878168656
"347","131",0.366357689932474
"348","1310",0.412613094447725
"349","1311",0.37195947183488
"350","1312",0.381340306778354
"351","1313",0.377963662865078
"352","1314",0.369349071170456
"353","1315",0.387399909306191
"354","1316",0.395237300284368
"355","1317",0.375542737846591
"356","1318",0.369128079427432
"357","1319",0.355623531001368
"358","132",0.367569654441962
"359","1320",0.386863307289951
"360","1321",0.368207363471589
"361","1322",0.388697088648535
"362","1323",0.378250817901611
"363","1324",0.368397676629702
"364","1325",0.39619616096012
"365","1326",0.394121346205575
"366","1327",0.364947511240115
"367","1328",0.38268383557352
"368","1329",0.372204480718035
"369","133",0.420777938029163
"370","1330",0.372411585314766
"371","1331",0.366607168894119
"372","1332",0.389956507619867
"373","1333",0.39059479808414
"374","1334",0.375171048161153
"375","1335",0.388783148095323
"376","1336",0.391710057550146
"377","1337",0.364793080427162
"378","1338",0.378626357571109
"379","1339",0.362922035137067
"380","134",0.379468810952538
"381","1340",0.383334259444532
"382","1341",0.38802289504968
"383","1342",0.401526301688545
"384","1343",0.407731165608772
"385","1344",0.382520760802362
"386","1345",0.373668501921667
"387","1346",0.375078740199433
"388","1347",0.404521641991851
"389","1348",0.380856619469801
"390","1349",0.366528525609536
"391","135",0.417148930780547
"392","1350",0.382143348472641
"393","1351",0.370195393711204
"394","1352",0.370099494712783
"395","1353",0.380038014196743
"396","1354",0.393308201073228
"397","1355",0.37041760395624
"398","1356",0.369149938370493
"399","1357",0.40993533740841
"400","1358",0.414001950622123
"401","1359",0.3857109465029
"402","136",0.401149943773003
"403","1360",0.379897932110411
"404","1361",0.42099276880693
"405","1362",0.392450431941444
"406","1363",0.396204314974818
"407","1364",0.364089996116261
"408","1365",0.391000527124239
"409","1366",0.390517835014758
"410","1367",0.386293966871209
"411","1368",0.41351856466938
"412","1369",0.38142974235195
"413","137",0.36529220453864
"414","1370",0.399626787723143
"415","1371",0.372322187987632
"416","1372",0.387722927073134
"417","1373",0.375230698890403
"418","1374",0.357028316659342
"419","1375",0.362137469782159
"420","1376",0.379951854872466
"421","1377",0.388913549404
"422","1378",0.359285583295446
"423","1379",0.38816707756757
"424","138",0.377163165505616
"425","1380",0.408686627073692
"426","1381",0.408308852338712
"427","1382",0.378097961205985
"428","1383",0.392529605630346
"429","1384",0.399055998486727
"430","1385",0.36111076632864
"431","1386",0.363633452631774
"432","1387",0.387273432851302
"433","1388",0.388924445298466
"434","1389",0.391856694087155
"435","139",0.359524390901163
"436","1390",0.402592203407695
"437","1391",0.374313539022877
"438","1392",0.405726337246037
"439","1393",0.387493789359932
"440","1394",0.391933920467106
"441","1395",0.374715988843994
"442","1396",0.370697496372546
"443","1397",0.390799349493103
"444","1398",0.394018601762282
"445","1399",0.403709165613971
"446","14",0.376712015724744
"447","140",0.414323752230418
"448","1400",0.379583362471947
"449","1401",0.386836553397695
"450","1402",0.409708759380333
"451","1403",0.388558771570412
"452","1404",0.380985466657734
"453","1405",0.401086618950743
"454","1406",0.387721815291464
"455","1407",0.367183078431147
"456","1408",0.364846809586515
"457","1409",0.386030431731522
"458","141",0.371565727820461
"459","1410",0.374744347473473
"460","1411",0.371614559157275
"461","1412",0.391583314014956
"462","1413",0.40062037261473
"463","1414",0.409639004080831
